,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
375,Jimeta,99,NG,1594787424,93,9.28,12.47,72.18,3.18
376,Province of Mantua,36,IT,1594787425,77,45.17,10.78,64.0,1.01
377,Katobu,42,ID,1594787425,66,-4.94,122.53,84.72,5.79
378,Tuburan,24,PH,1594787425,66,6.64,122.27,84.4,2.3
379,Sinnamary,80,GF,1594787425,85,5.38,-52.95,76.98,6.62
380,Moba,94,CN,1594787426,66,33.23,105.02,72.9,3.94
381,Yangliuqing,1,CN,1594787426,43,39.14,117.0,91.4,6.71
382,Quatre Cocos,40,MU,1594787426,83,-20.21,57.76,75.0,14.99
383,Kuah,20,MY,1594787426,79,6.33,99.84,87.8,3.36
384,Saint-Pierre,0,RE,1594787426,68,-21.34,55.48,68.0,8.05
385,Petropavlovka,65,RU,1594787427,64,50.61,105.32,76.75,4.16
386,Bhigvan,100,IN,1594787427,89,18.32,74.77,73.78,12.01
387,Waingapu,51,ID,1594787427,53,-9.66,120.26,83.26,17.76
388,Risør,7,NO,1594787427,91,58.72,9.23,59.0,4.61
389,Porirua,99,NZ,1594787428,91,-41.13,174.85,46.99,1.99
390,Keningau,20,MY,1594787428,79,5.34,116.16,87.8,6.93
391,Beyneu,0,KZ,1594787428,16,45.32,55.2,96.49,10.2
392,Kassala,16,SD,1594787428,56,15.45,36.4,83.73,15.37
393,Glendive,1,US,1594787429,47,47.11,-104.71,64.0,8.05
394,Matara,90,LK,1594787429,77,5.95,80.54,83.77,11.95
395,Safaga,0,EG,1594787429,36,26.73,33.94,80.6,3.36
396,Pervomayskiy,72,RU,1594787245,87,53.25,40.29,58.57,18.88
397,Jianning,20,CN,1594787429,71,27.83,113.15,93.2,6.71
398,Sittwe,26,MM,1594787430,78,20.15,92.9,84.36,13.98
399,Neiafu,40,TO,1594787430,61,-18.65,-173.98,78.8,11.41
400,Farnham,80,GB,1594787430,82,51.21,-0.8,55.4,6.93
401,Deer Lake,100,CA,1594787430,81,49.17,-57.43,49.01,9.86
402,Lompoc,3,US,1594787431,77,34.64,-120.46,60.8,9.17
403,Nanortalik,100,GL,1594787431,94,60.14,-45.24,40.93,3.44
404,Port Hardy,75,CA,1594787431,87,50.7,-127.42,59.0,3.36
405,Lüderitz,0,NA,1594787431,47,-26.65,15.16,55.4,6.93
406,Kaduqli,100,SD,1594787432,82,11.02,29.72,75.72,6.87
407,Tual,33,ID,1594787432,86,-5.67,132.75,79.12,18.79
408,Thinadhoo,97,MV,1594787432,69,0.53,72.93,84.25,4.85
409,Serenje,0,ZM,1594787432,59,-13.23,30.24,49.05,4.41
410,Alofi,45,NU,1594787273,64,-19.06,-169.92,75.2,10.29
411,Sai Buri,40,TH,1594787433,70,6.7,101.62,87.8,3.36
412,Warrington,100,GB,1594787433,100,53.39,-2.58,55.99,8.05
413,Freeport,1,US,1594787393,64,40.66,-73.58,75.2,3.36
414,Kalmunai,96,LK,1594787434,57,7.42,81.82,90.09,7.67
415,Kargala,34,RU,1594787434,48,56.62,83.96,66.0,7.58
416,Alexandria,40,EG,1594787434,73,31.22,29.96,77.0,11.41
417,Pudozh,100,RU,1594787434,63,61.81,36.53,58.96,6.93
418,Monywa,95,MM,1594787434,64,22.12,95.13,86.41,7.94
419,Ürümqi,0,CN,1594787435,32,43.8,87.6,82.4,6.71
420,Masumbwe,24,TZ,1594787435,53,-3.63,32.18,66.43,3.47
421,Lazarev,73,RU,1594787435,94,52.23,141.51,56.23,25.21
422,Sakakah,0,SA,1594787435,13,29.97,40.21,89.6,5.82
423,Hamilton,1,US,1594787218,88,39.18,-84.53,75.99,3.69
424,Coyhaique,75,CL,1594787436,92,-45.58,-72.07,30.2,3.36
425,Beringovskiy,75,RU,1594787436,84,63.05,179.32,52.81,5.7
426,Birao,52,CF,1594787436,93,10.28,22.79,71.26,3.22
427,Arman',78,RU,1594787437,83,59.7,150.17,56.17,4.88
428,San-Pédro,83,CI,1594787437,86,4.75,-6.64,72.0,6.06
429,Paragominas,1,BR,1594787240,94,-2.97,-47.48,69.98,2.91
430,Ordzhonīkīdze,0,KZ,1594787437,43,52.44,61.74,84.0,7.11
431,Hulan,40,CN,1594787438,62,45.98,126.6,87.8,4.47
432,Kysyl-Syr,50,RU,1594787438,35,63.9,122.76,84.87,1.07
433,Ahipara,100,NZ,1594787438,92,-35.17,173.17,61.18,14.67
434,Kidal,70,ML,1594787438,49,18.44,1.41,85.1,6.78
435,Ixtapa,75,MX,1594787439,83,20.7,-105.2,84.2,3.36
436,Bambanglipuro,79,ID,1594787439,66,-7.95,110.28,85.01,11.9
437,Naze,75,JP,1594787439,94,28.37,129.48,82.4,8.05
438,Aklavik,100,CA,1594787439,66,68.22,-135.01,52.39,12.15
439,Tayoltita,80,MX,1594787440,79,24.08,-105.93,73.6,1.12
440,Conde,5,BR,1594787440,90,-7.26,-34.91,69.58,8.21
441,Sangīn,2,AF,1594787440,11,32.07,64.84,95.63,6.67
442,Banda Aceh,92,ID,1594787440,68,5.56,95.32,85.96,4.83
443,Valkó,17,HU,1594787441,93,47.56,19.51,62.01,3.36
444,Doha,0,QA,1594787281,39,25.29,51.53,100.4,2.24
445,Avilés,75,ES,1594787441,100,43.55,-5.92,62.01,2.24
446,Muzhi,53,RU,1594787442,69,65.37,64.67,66.88,3.04
447,Nosy Varika,0,MG,1594787442,76,-20.58,48.53,67.44,3.24
448,Seoul,75,KR,1594787367,53,37.57,126.98,78.8,4.7
449,Namtsy,54,RU,1594787442,53,62.72,129.67,75.2,6.71
450,Carutapera,38,BR,1594787443,92,-1.2,-46.02,74.75,5.01
451,Nhulunbuy,20,AU,1594787443,58,-12.23,136.77,82.4,18.34
452,Airai,16,TL,1594787443,68,-8.93,125.41,69.64,4.94
453,Ust-Nera,70,RU,1594787443,42,64.57,143.2,67.98,7.47
454,Kilindoni,60,TZ,1594787444,78,-7.91,39.67,77.04,14.56
455,Redmond,15,US,1594787196,66,47.67,-122.12,70.0,5.84
456,Opuwo,0,NA,1594787444,36,-18.06,13.84,51.22,16.96
457,Tautira,75,PF,1594787444,83,-17.73,-149.15,78.8,5.82
458,Harsīn,0,IR,1594787445,23,34.27,47.59,73.4,3.2
459,Nuevo Casas Grandes,99,MX,1594787445,51,30.42,-107.92,73.99,8.99
460,Ugoofaaru,100,MV,1594787445,77,5.67,73.0,83.7,11.68
461,Walvis Bay,0,NA,1594787445,18,-22.96,14.51,64.4,3.36
462,Buraidah,0,SA,1594787252,32,26.33,43.98,84.2,6.93
463,Biltine,43,TD,1594787446,71,14.53,20.92,75.88,3.94
464,Barcelos,8,PT,1594787446,72,41.54,-8.62,75.0,6.93
465,Slave Lake,1,CA,1594787446,52,55.28,-114.77,66.2,19.46
466,Vallenar,0,CL,1594787446,58,-28.57,-70.76,57.34,0.4
467,Grants,1,US,1594787447,22,35.15,-107.85,78.8,11.41
468,Paamiut,44,GL,1594787447,92,61.99,-49.67,40.84,10.49
469,Petropavlovsk-Kamchatskiy,81,RU,1594787447,77,53.05,158.65,62.6,15.66
470,Chelmsford,29,GB,1594787448,94,51.74,0.47,53.01,5.44
471,Peñarroya-Pueblonuevo,39,ES,1594787448,64,38.3,-5.27,75.2,1.12
472,Manama,0,BH,1594787448,45,26.22,50.58,100.4,11.41
473,Vanavara,83,RU,1594787448,83,60.34,102.28,62.67,6.98
474,Palmas,10,BR,1594787449,73,-10.21,-48.36,69.8,5.82
475,Batagay-Alyta,54,RU,1594787449,43,67.8,130.41,67.86,4.38
476,Mayumba,89,GA,1594787449,93,-3.43,10.66,68.77,2.06
477,Mbigou,96,GA,1594787449,98,-1.9,11.91,64.33,2.24
478,Dudinka,90,RU,1594787449,93,69.41,86.18,50.0,11.18
479,Shingū,75,JP,1594787450,73,33.73,135.98,77.0,8.05
480,Ust-Kuyga,16,RU,1594787450,36,70.02,135.6,64.44,14.65
481,Nakasongola,87,UG,1594787450,91,1.31,32.46,66.31,1.1
482,Troitskoye,0,RU,1594787450,66,52.98,84.68,74.01,11.68
483,Pontefract,96,GB,1594787451,84,53.69,-1.31,55.99,4.99
484,Nuuk,0,GL,1594787188,100,64.18,-51.72,37.4,3.36
485,Guhāgar,100,IN,1594787451,95,17.48,73.19,76.01,9.8
486,Jiazi,83,CN,1594787451,68,22.88,116.07,89.91,16.31
487,Marfino,75,RU,1594787451,93,55.7,37.38,64.99,8.95
488,Rumuruti,88,KE,1594787452,83,0.27,36.54,59.34,3.98
489,Denpasar,20,ID,1594787452,78,-8.65,115.22,82.4,19.46
490,Taicheng,71,CN,1594787452,56,38.73,113.23,78.31,4.27
491,Saint-Augustin,5,CA,1594787452,92,51.23,-58.65,46.65,5.79
492,Huancavelica,40,PE,1594787453,92,-12.77,-74.98,34.77,0.76
493,Maumelle,42,US,1594787453,83,34.87,-92.4,82.0,1.01
494,Dauphin,40,CA,1594787453,72,51.15,-100.05,60.8,17.22
495,Abu Kamal,0,SY,1594787454,25,34.45,40.92,89.15,9.53
496,Evensk,98,RU,1594787454,86,61.95,159.23,53.98,7.45
497,Roebourne,82,AU,1594787454,25,-20.78,117.13,79.14,15.03
498,Tilichiki,100,RU,1594787454,90,60.47,166.1,51.33,7.58
499,Faya,2,SA,1594787454,19,18.39,42.45,73.4,11.54
500,Langxiang,4,CN,1594787455,37,46.95,128.88,91.26,1.72
501,Todos Santos,0,MX,1594787455,81,23.45,-110.22,79.0,1.99
502,Coahuayana Viejo,13,MX,1594787455,89,18.73,-103.68,78.6,1.45
503,Huilong,100,CN,1594787214,99,31.81,121.66,70.0,1.99
504,Saposoa,73,PE,1594787456,91,-6.93,-76.77,67.62,2.01
505,Olsztyn,6,PL,1594787335,100,53.78,20.49,51.8,5.26
506,Fare,11,PF,1594787456,79,-16.7,-151.02,78.66,10.25
507,Aksarka,100,RU,1594787456,94,66.56,67.8,54.61,9.26
508,San Quintín,0,MX,1594787456,83,30.48,-115.95,67.51,13.31
509,Giohar,100,SO,1594787457,75,2.78,45.5,78.39,15.77
510,Carauari,11,BR,1594787457,80,-4.88,-66.9,73.24,1.12
511,Beipiao,5,CN,1594787457,28,41.79,120.78,93.2,3.8
512,Muncie,1,US,1594787192,73,40.19,-85.39,72.0,3.36
513,Longyearbyen,75,SJ,1594787458,75,78.22,15.64,44.6,6.93
514,Christchurch,99,NZ,1594787182,87,-43.53,172.63,46.99,4.7
515,Itacoatiara,43,BR,1594787458,100,-3.14,-58.44,75.2,1.12
516,Kondinskoye,60,RU,1594787459,60,59.65,67.41,83.52,11.9
517,Senanga,0,ZM,1594787459,48,-16.12,23.27,44.2,7.2
518,Malanje,5,AO,1594787459,43,-9.54,16.34,52.48,5.48
519,Road Town,2,VG,1594787327,86,18.42,-64.62,82.0,8.99
520,Namatanai,78,PG,1594787460,62,-3.67,152.43,84.87,2.13
521,Lamu,99,KE,1594787460,75,-2.27,40.9,78.12,15.3
522,La Baule-Escoublac,90,FR,1594787460,82,47.29,-2.36,57.99,5.82
523,Neerijnen,39,NL,1594787460,92,51.83,5.28,52.0,3.49
524,Manokwari,6,ID,1594787461,68,-0.87,134.08,84.2,6.51
525,Alice Springs,4,AU,1594787461,23,-23.7,133.88,62.6,5.82
526,Katangli,74,RU,1594787461,68,51.71,143.23,66.2,9.82
527,Phang Nga,40,TH,1594787461,62,8.45,98.53,87.8,3.36
528,Chennai,75,IN,1594787379,79,13.09,80.28,84.2,6.93
529,Totness,2,SR,1594787462,87,5.88,-56.32,77.23,6.24
530,Bétérou,100,BJ,1594787462,97,9.2,2.26,71.06,4.27
531,Seddon,90,AU,1594787462,76,-37.81,144.89,61.0,5.82
532,Ganzhou,58,CN,1594787462,73,28.82,115.43,89.37,2.95
533,Wajima,75,JP,1594787463,88,37.4,136.9,73.4,9.17
534,Chirongui,75,YT,1594787463,83,-12.93,45.15,75.2,14.99
535,Sørland,0,NO,1594787463,78,67.67,12.69,55.99,3.44
536,Bantry,75,IE,1594787463,87,51.68,-9.45,55.4,18.34
537,Salina,1,US,1594787225,78,38.84,-97.61,82.0,8.05
538,Banjar,20,ID,1594787464,78,-8.19,114.97,82.4,19.46
539,Padre Bernardo,0,BR,1594787464,47,-15.35,-48.5,60.22,1.61
540,Curup,87,ID,1594787331,65,-3.47,102.53,78.28,3.36
