,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
385,College,75,US,1594698107,55,64.86,-147.8,66.2,5.82
386,Ürümqi,0,CN,1594698040,30,43.8,87.6,80.6,2.24
387,Jiangkou,100,CN,1594698333,70,25.49,119.2,89.6,6.71
388,Belmonte,20,BR,1594698333,94,-15.86,-38.88,69.8,2.24
389,San Quintín,11,MX,1594698333,79,30.48,-115.95,69.69,10.63
390,Passos,88,BR,1594698334,58,-20.72,-46.61,69.06,1.57
391,Tikrit,0,IQ,1594698334,20,34.61,43.68,90.23,5.46
392,Berbera,83,SO,1594698334,39,10.44,45.01,91.18,26.55
393,Ailigandí,40,PA,1594698334,84,9.23,-78.02,80.24,4.65
394,Arlit,74,NE,1594698064,28,18.74,7.39,91.71,5.32
395,Upata,100,VE,1594698335,95,8.01,-62.4,71.38,4.54
396,Hambantota,40,LK,1594698042,89,6.12,81.12,84.2,10.29
397,Safranbolu,92,TR,1594698165,86,41.25,32.69,62.29,2.42
398,Kochevo,48,RU,1594698336,86,59.6,54.31,68.63,7.29
399,Sabha,0,LY,1594698336,49,27.04,14.43,71.31,11.27
400,La Palma del Condado,0,ES,1594698336,73,37.39,-6.55,75.2,4.7
401,Khambhāt,40,IN,1594698336,84,22.3,72.62,86.0,3.36
402,Winnemucca,1,US,1594698336,10,40.97,-117.74,87.8,5.82
403,Pemberton,24,CA,1594698318,47,50.32,-122.8,63.43,3.4
404,Orotukan,100,RU,1594698337,42,62.27,151.7,75.63,7.2
405,Whitianga,94,NZ,1594698337,96,-36.83,175.7,60.01,4.63
406,Švenčionėliai,10,LT,1594698337,91,55.17,26.0,51.37,4.99
407,Alofi,40,NU,1594698133,57,-19.06,-169.92,75.2,18.34
408,Sipoo,0,FI,1594698338,93,60.38,25.27,50.0,5.82
409,Nouadhibou,75,MR,1594698338,94,20.93,-17.03,68.0,21.92
410,Bourail,100,NC,1594698338,59,-21.57,165.48,76.77,3.98
411,Grand Forks,40,US,1594698338,88,47.93,-97.03,68.0,4.7
412,Hūn,0,LY,1594698338,91,29.13,15.95,66.29,4.54
413,Chaihe,0,CN,1594698339,41,44.77,129.7,82.47,4.99
414,Bolshoy Lug,76,RU,1594698339,54,52.08,104.09,80.6,8.95
415,Qaqortoq,100,GL,1594698339,81,60.72,-46.03,48.2,5.82
416,Sergeevka,0,KZ,1594698339,62,53.88,67.42,76.17,1.23
417,Kimbe,68,PG,1594698340,68,-5.55,150.14,85.39,5.06
418,San Cristobal,85,VE,1594697990,86,7.77,-72.22,65.14,4.54
419,Ayan,19,RU,1594698340,73,56.45,138.17,60.21,15.35
420,Morondava,0,MG,1594698340,75,-20.28,44.28,63.84,5.57
421,Akdepe,0,TM,1594698340,22,42.06,59.38,87.8,6.93
422,Magadan,100,RU,1594698341,60,59.57,150.8,64.27,9.8
423,Baní,26,DO,1594698341,95,18.28,-70.33,84.99,7.67
424,Marystown,73,CA,1594698341,96,47.17,-55.15,59.07,4.56
425,Nemuro,75,JP,1594698341,77,43.32,145.57,66.2,5.82
426,Murgab,0,TM,1594698137,32,37.5,61.97,82.4,4.7
427,Khorramshahr,15,IR,1594698342,30,30.44,48.17,95.0,9.17
428,Ekhabi,94,RU,1594698342,75,53.51,142.97,60.96,9.6
429,Luanda,50,AO,1594698342,89,-8.84,13.23,66.7,5.59
430,Obo,86,CF,1594698342,98,5.4,26.49,66.07,3.38
431,Baharly,88,TM,1594698166,21,38.44,57.43,92.71,4.81
432,Russell,1,US,1594698328,94,32.35,-85.2,84.2,3.62
433,Calama,0,CL,1594698212,5,-22.47,-68.93,37.4,19.46
434,Sabzawār,2,IR,1594698343,18,36.21,57.68,86.56,10.0
435,Torbay,75,CA,1594698114,93,47.67,-52.73,64.99,13.87
436,Umba,60,RU,1594698344,83,66.69,34.34,51.24,9.06
437,Porto Velho,20,BR,1594698344,94,-8.76,-63.9,75.2,1.43
438,San Felipe,99,VE,1594698344,93,10.34,-68.74,73.18,0.25
439,Pacific Grove,90,US,1594698344,82,36.62,-121.92,59.0,6.93
440,Sikonge,0,TZ,1594698345,72,-5.63,32.77,59.0,9.17
441,Sakakah,0,SA,1594698345,23,29.97,40.21,82.4,3.36
442,Aginskoye,0,RU,1594698345,50,51.1,114.53,80.78,4.85
443,Tual,50,ID,1594698345,84,-5.67,132.75,78.96,21.39
444,Ta Khmau,40,KH,1594698162,66,11.48,104.95,87.8,5.82
445,Ati,33,TD,1594698346,56,13.22,18.34,84.88,10.96
446,Beibei,99,CN,1594698346,70,29.83,106.43,87.01,6.71
447,Hearst,2,CA,1594698346,54,49.68,-83.67,57.58,3.44
448,Pangnirtung,100,CA,1594698346,55,66.15,-65.71,52.47,4.34
449,Niamey,54,NE,1594698347,74,13.51,2.11,80.6,9.17
450,Agadez,13,NE,1594698119,32,19.75,10.25,83.25,4.7
451,Dogondoutchi,100,NE,1594698347,55,13.64,4.03,84.0,13.06
452,Gondanglegi,29,ID,1594698145,60,-7.75,112.01,87.24,7.99
453,Skjervøy,0,NO,1594698142,71,70.03,20.97,53.56,10.65
454,Sørland,30,NO,1594698162,88,67.67,12.69,52.88,10.4
455,Auki,100,SB,1594698348,64,-8.77,160.7,85.08,2.98
456,Hājīpur,40,IN,1594698315,79,25.68,85.22,87.8,6.93
457,Zyryanovsk,89,KZ,1594698348,65,49.74,84.27,68.32,2.06
458,Asău,19,RO,1594698129,71,46.43,26.4,55.4,2.24
459,Contamana,0,PE,1594698349,89,-7.33,-75.02,72.59,1.12
460,Kununurra,0,AU,1594698349,16,-15.77,128.73,75.2,10.29
461,Pitimbu,10,BR,1594698146,79,-7.47,-34.81,75.04,7.23
462,Comodoro Rivadavia,0,AR,1594698134,59,-45.87,-67.5,35.6,11.41
463,Naifaru,60,MV,1594698350,73,5.44,73.37,83.95,6.76
464,Soverato Marina,0,IT,1594698350,77,38.69,16.55,68.0,4.7
465,Goderich,0,CA,1594698301,86,43.75,-81.72,64.0,3.78
466,Anadyr,75,RU,1594698350,93,64.75,177.48,50.0,8.95
467,Aleksandrov Gay,66,RU,1594698350,20,50.15,48.57,93.56,20.38
468,Vilhena,68,BR,1594698118,82,-12.74,-60.15,70.34,1.28
469,Pangai,20,TO,1594698351,61,-19.8,-174.35,77.0,17.22
470,Zyryanskoye,4,RU,1594698351,72,56.83,86.63,72.7,8.66
472,Olinda,40,BR,1594698167,88,-8.01,-34.86,73.4,3.36
473,Kuytun,7,RU,1594698352,50,54.34,101.5,81.01,6.87
474,Alexandria,40,EG,1594698352,73,31.22,29.96,77.0,11.41
475,Esna,0,EG,1594698353,37,25.29,32.55,82.4,4.7
476,Vestmannaeyjar,100,IS,1594698127,89,63.44,-20.27,51.58,10.38
477,Kysyl-Syr,29,RU,1594698353,32,63.9,122.76,81.97,5.66
478,Mabaruma,8,GY,1594698353,98,8.2,-59.78,73.27,1.9
479,Nola,92,IT,1594698353,43,40.92,14.53,71.6,6.93
480,Tianpeng,40,CN,1594698354,69,30.99,103.94,87.01,4.47
481,Tazovsky,100,RU,1594698158,83,67.47,78.7,45.73,19.93
482,Barra Velha,75,BR,1594698354,87,-26.63,-48.68,59.0,8.05
483,Ponnāni,75,IN,1594698122,83,10.77,75.93,78.8,4.7
484,Kombolcha,70,ET,1594698355,65,11.08,39.74,66.11,5.01
485,Wuchang,0,CN,1594698355,38,44.91,127.15,86.76,6.6
486,Gouyave,20,GD,1594698355,83,12.16,-61.73,82.4,13.69
487,Dabola,100,GN,1594698356,93,10.75,-11.12,71.02,2.68
488,Lorengau,21,PG,1594698356,68,-2.02,147.27,84.52,5.64
489,Lata,25,PT,1594698087,77,40.16,-8.33,72.0,2.73
490,Båtsfjord,75,NO,1594698356,93,70.63,29.72,46.4,9.17
491,Suratgarh,7,IN,1594698264,31,29.32,73.9,100.85,10.29
492,Olafsvik,100,IS,1594698159,83,64.89,-23.71,51.53,3.15
493,Fortuna Foothills,1,US,1594698357,34,32.66,-114.41,100.4,19.46
494,Johannesburg,0,ZA,1594698180,35,-26.2,28.04,41.0,3.36
495,Crateús,22,BR,1594698357,67,-5.18,-40.68,70.77,2.19
496,Kuantan,20,MY,1594698357,83,3.81,103.33,82.4,1.12
497,Korla,59,CN,1594698034,18,41.76,86.15,83.52,4.74
498,Luau,41,AO,1594698358,59,-10.71,22.22,54.0,4.65
499,Ossora,100,RU,1594698358,83,59.24,163.07,57.65,6.31
500,Esim,57,GH,1594698358,85,4.87,-2.24,74.57,10.47
501,Madang,99,PG,1594698359,65,-5.22,145.8,85.37,8.08
502,Eirunepé,100,BR,1594698160,94,-6.66,-69.87,71.67,0.51
503,Kloulklubed,75,PW,1594698359,74,7.04,134.26,84.2,12.75
504,Căpâlniţa,67,RO,1594698359,85,46.37,25.52,48.99,1.83
505,Ramat Gan,40,IL,1594698359,78,32.08,34.81,77.0,4.7
506,Namatanai,100,PG,1594698360,70,-3.67,152.43,84.16,7.47
507,Conde,18,BR,1594698360,87,-7.26,-34.91,71.15,5.19
508,Sorata,39,BO,1594698360,81,-15.77,-68.63,41.83,2.15
509,La Rioja,75,ES,1594698360,76,42.25,-2.5,57.2,5.82
510,Sitka,90,US,1594698086,87,57.05,-135.33,55.4,4.7
511,Río Esteban,82,HN,1594698361,87,15.83,-86.3,77.13,7.43
512,Fayetteville,1,US,1594698164,94,35.05,-78.88,75.99,5.82
513,Severo-Kuril'sk,94,RU,1594698123,85,50.68,156.12,50.94,4.68
514,Miramar,1,US,1594698361,78,25.99,-80.23,84.2,6.93
515,Slobodskoy,99,RU,1594698362,91,58.73,50.18,70.32,10.0
516,Proletariy,44,RU,1594698362,77,58.43,31.7,55.76,4.5
517,Kerman,40,IR,1594698362,35,30.28,57.08,73.4,4.7
518,Launceston,40,AU,1594698362,57,-41.45,147.17,54.0,16.11
519,Liwale,34,TZ,1594698363,67,-9.77,37.93,59.52,4.63
520,Kumluca,0,TR,1594698363,50,36.37,30.29,84.63,1.81
521,Abu Samrah,0,SY,1594698363,63,35.3,37.18,74.28,9.26
522,Chernyshevskiy,69,RU,1594698363,49,63.01,112.47,72.27,4.09
523,Mandalgovi,94,MN,1594698364,27,45.76,106.27,82.42,7.52
524,Hede,99,CN,1594698129,69,33.77,120.25,80.29,7.25
525,Marzuq,46,YE,1594698364,61,14.4,46.47,79.02,7.67
526,Camabatela,41,AO,1594698364,96,-8.19,15.38,55.83,3.15
527,Novy Urengoy,95,RU,1594698364,63,66.08,76.63,53.74,21.25
528,Zhezkazgan,0,KZ,1594698365,31,47.8,67.71,78.8,20.13
529,Alekseyevsk,40,RU,1594698365,33,57.84,108.35,85.48,5.17
530,Jizan,5,SA,1594698365,55,17.33,42.67,91.4,7.67
532,Peterhead,98,GB,1594698365,71,57.51,-1.8,53.6,10.29
533,Sakhipur,90,BD,1594698366,83,24.3,90.18,82.4,3.36
534,São Miguel do Araguaia,2,BR,1594698223,44,-13.28,-50.16,71.1,3.02
535,Opuwo,0,NA,1594698093,47,-18.06,13.84,49.32,5.46
536,Merauke,94,ID,1594698367,79,-8.47,140.33,80.94,17.63
537,Atar,9,MR,1594698367,22,20.52,-13.05,90.32,9.55
538,Diego de Almagro,0,CL,1594698367,66,-26.37,-70.05,49.06,1.23
539,Pelhřimov,88,CZ,1594698367,92,49.43,15.22,46.99,4.16
540,São Félix do Xingu,34,BR,1594698368,54,-6.64,-51.99,71.02,1.05
541,Balatan,35,PH,1594698368,64,13.32,123.23,87.8,7.11
542,Salalah,90,OM,1594698368,94,17.02,54.09,80.6,8.05
543,Khandyga,6,RU,1594698368,46,62.67,135.6,83.19,7.05
544,Fairlie,82,GB,1594698368,91,55.76,-4.86,52.0,1.99
545,Turan,20,VN,1594697949,56,16.07,108.22,93.2,3.36
546,Cherskiy,97,RU,1594698056,41,68.75,161.3,66.25,12.01
547,Beira,0,MZ,1594698165,93,-19.84,34.84,55.4,5.82
548,Mayumba,88,GA,1594698369,90,-3.43,10.66,69.53,1.45
549,Madimba,20,TZ,1594698370,94,-10.4,40.33,69.8,11.41
550,Flinders,81,AU,1594698370,84,-34.58,150.86,57.99,11.99
552,Yatou,80,CN,1594698161,61,37.15,122.38,75.78,10.04
553,Fendou,0,CN,1594698370,51,45.2,130.92,79.38,4.29
554,Gogrial,45,SS,1594698371,89,8.53,28.1,71.83,3.29
555,Rjukan,100,NO,1594698371,99,59.88,8.59,54.0,5.01
556,Jacareacanga,82,BR,1594698371,90,-6.22,-57.75,73.49,0.07
557,Menongue,0,AO,1594698372,57,-14.66,17.69,43.39,2.77
558,Haines Junction,100,CA,1594698372,47,60.75,-137.51,58.35,6.06
